symbol,LFC,FDR,ID
Pdgfb,1.58E-08,1,ENSMUSG00000000489
Acvrl1,2.28E-08,1,ENSMUSG00000000530
Tamalin,1.29E-07,1,ENSMUSG00000000531
Acvr1b,-2.08E-07,1,ENSMUSG00000000532
Tom1l2,4.37E-07,1,ENSMUSG00000000538
Zfp385a,3.38E-07,1,ENSMUSG00000000552
Itga5,-9.99E-07,1,ENSMUSG00000000555
Gabra2,2.31E-07,1,ENSMUSG00000000560
Wdr77,-7.39E-07,1,ENSMUSG00000000561
Atp5pb,-6.03E-07,1,ENSMUSG00000000563
Sox9,2.18E-06,0.026246594,ENSMUSG00000000567
Hnrnpd,1.68E-06,1,ENSMUSG00000000568
Dynlt1c,4.51E-07,1,ENSMUSG00000000579
C1d,3.93E-06,1,ENSMUSG00000000581
Gm2a,5.37E-06,1,ENSMUSG00000000594
Krit1,9.24E-07,1,ENSMUSG00000000600
Clcn4,-8.55E-07,1,ENSMUSG00000000605
Grm6,1.32E-06,1,ENSMUSG00000000617
Sema4f,-1.44E-06,1,ENSMUSG00000000627
Hk2,1.76E-06,1,ENSMUSG00000000628
Myo18a,-6.79E-07,1,ENSMUSG00000000631
Sez6,8.15E-07,1,ENSMUSG00000000632
Haao,2.32E-07,1,ENSMUSG00000000673
Cd52,6.59E-07,1.08E-08,ENSMUSG00000000682
Abhd15,-1.86E-06,1,ENSMUSG00000000686
Hoxb6,-1.21E-06,1,ENSMUSG00000000690
Loxl3,3.14E-07,1,ENSMUSG00000000693
Kat2b,8.54E-07,1,ENSMUSG00000000708
Rab5b,1.72E-06,1,ENSMUSG00000000711
Cryba1,-4.54E-07,1,ENSMUSG00000000724
Dnmt3l,3.80E-07,1,ENSMUSG00000000730
Aire,3.99E-07,1,ENSMUSG00000000731
Icosl,-3.34E-07,1,ENSMUSG00000000732
Spg7,9.41E-07,1,ENSMUSG00000000738
Sult5a1,-2.38E-06,0.224793164,ENSMUSG00000000739
Rpl13,9.51E-07,1,ENSMUSG00000000740
Chmp1a,-4.65E-06,1,ENSMUSG00000000743
Rpa1,-1.56E-06,1,ENSMUSG00000000751
Serpinf1,7.11E-07,1,ENSMUSG00000000753
Tubgcp3,8.15E-07,1,ENSMUSG00000000759
Oprm1,-1.66E-06,1,ENSMUSG00000000766
Polr3d,-9.94E-07,1,ENSMUSG00000000776
Tcf7,-1.18E-06,1,ENSMUSG00000000782
Ddx3x,2.05E-06,1,ENSMUSG00000000787
Il12rb1,-2.64E-06,1,ENSMUSG00000000791
Slc5a5,3.33E-07,1,ENSMUSG00000000792
Kcnn3,-4.55E-07,1,ENSMUSG00000000794
Usp32,3.90E-07,1,ENSMUSG00000000804
Car4,2.01E-07,0.02422272,ENSMUSG00000000805
Txnrd3,5.79E-07,1,ENSMUSG00000000811
Fasl,3.59E-07,1,ENSMUSG00000000817
Zfp512b,-9.99E-07,1,ENSMUSG00000000823
Dnajc5,2.22E-06,1,ENSMUSG00000000826
Tpd52l2,1.08E-06,1,ENSMUSG00000000827
Fmr1,7.44E-07,1,ENSMUSG00000000838
Bcl11a,6.73E-07,1,ENSMUSG00000000861
Il4,-3.04E-07,1,ENSMUSG00000000869
Pxmp4,2.22E-07,1,ENSMUSG00000000876
Dlg3,-1.53E-07,1,ENSMUSG00000000881
Gnb1l,-7.63E-07,1,ENSMUSG00000000884
Dbh,6.34E-07,1,ENSMUSG00000000889
Mmp11,-5.36E-07,1,ENSMUSG00000000901
Smarcb1,-9.49E-07,1,ENSMUSG00000000902
Hip1r,-8.84E-07,1,ENSMUSG00000000915
Nsun5,-1.07E-06,1,ENSMUSG00000000916
Top1mt,5.76E-07,1,ENSMUSG00000000934
Hoxa10,-2.19E-06,1,ENSMUSG00000000938
Hoxa4,-1.66E-06,1,ENSMUSG00000000942
NA,-6.29E-07,1,ENSMUSG00000000948
Mmp14,2.10E-06,1,ENSMUSG00000000957
Slc7a7,-4.55E-07,1,ENSMUSG00000000958
Oxa1l,-8.84E-07,1,ENSMUSG00000000959
Heatr6,-7.92E-07,1,ENSMUSG00000000976
Ccl3,4.24E-07,1,ENSMUSG00000000982
Wfdc18,4.08E-07,1,ENSMUSG00000000983
Icam4,-2.88E-07,1,ENSMUSG00000001014
Ilf2,-3.20E-06,1,ENSMUSG00000001016
Chtop,9.47E-07,1,ENSMUSG00000001017
Snapin,6.26E-07,1,ENSMUSG00000001018
S100a4,1.33E-06,1,ENSMUSG00000001020
S100a3,3.65E-07,1,ENSMUSG00000001021
S100a5,8.49E-07,1,ENSMUSG00000001023
S100a6,-7.64E-07,1,ENSMUSG00000001025
Scn4a,-1.09E-07,1,ENSMUSG00000001027
Icam2,9.10E-07,0.734292106,ENSMUSG00000001029
Mapk7,3.51E-07,1,ENSMUSG00000001034
Epn2,6.64E-07,1,ENSMUSG00000001036
B9d1,-1.77E-06,1,ENSMUSG00000001039
Sec24b,2.80E-07,1,ENSMUSG00000001052
N4bp3,5.00E-07,1,ENSMUSG00000001053
Rmnd5b,-4.94E-07,1,ENSMUSG00000001054
Nhp2,-3.22E-06,1,ENSMUSG00000001056
Vps9d1,1.03E-06,1,ENSMUSG00000001062
Zfp276,1.23E-06,1,ENSMUSG00000001065
C1ql4,-2.11E-06,0.947419104,ENSMUSG00000001076
Mfsd10,-5.75E-07,1,ENSMUSG00000001082
Luzp1,-5.93E-07,1,ENSMUSG00000001089
Slc13a2,-1.75E-06,0.43424952,ENSMUSG00000001095
Kctd10,-7.65E-08,1,ENSMUSG00000001098
Poldip2,2.29E-07,1,ENSMUSG00000001100
Sebox,6.97E-07,1,ENSMUSG00000001103
Ift20,-1.69E-07,1,ENSMUSG00000001105
Col6a1,5.80E-07,1,ENSMUSG00000001119
Pcbp3,-6.58E-07,1,ENSMUSG00000001120
Lgals9,-3.39E-07,1,ENSMUSG00000001123
Araf,-1.21E-06,1,ENSMUSG00000001127
Cfp,3.59E-07,1,ENSMUSG00000001128
Timp1,1.41E-06,0.741306407,ENSMUSG00000001131
Uxt,-1.46E-06,1,ENSMUSG00000001134
Cnnm3,-5.16E-07,1,ENSMUSG00000001138
Lman2l,-2.17E-07,1,ENSMUSG00000001143
Mcm3ap,-1.67E-06,1,ENSMUSG00000001150
Pcnt,-1.37E-06,1,ENSMUSG00000001151
Ftcd,9.37E-07,0.770757191,ENSMUSG00000001155
Mxd1,7.84E-07,1,ENSMUSG00000001156
Gmcl1,6.98E-07,1,ENSMUSG00000001157
Snrnp27,-1.14E-06,1,ENSMUSG00000001158
Oas1c,-1.07E-06,1,ENSMUSG00000001166
Oas1h,1.81E-07,1,ENSMUSG00000001168
Ocrl,1.80E-07,1,ENSMUSG00000001173
Calm1,-6.68E-06,1,ENSMUSG00000001175
Agpat3,-8.90E-08,1,ENSMUSG00000001211
Slc26a3,-6.75E-08,1,ENSMUSG00000001225
Sema6b,1.67E-07,1,ENSMUSG00000001227
Uhrf1,4.33E-07,1,ENSMUSG00000001228
Dpp9,4.76E-07,1,ENSMUSG00000001229
Ramp2,2.99E-06,1,ENSMUSG00000001240
Lsr,2.88E-07,1,ENSMUSG00000001247
Gramd1a,-1.06E-07,1,ENSMUSG00000001248
Hpn,7.49E-07,1,ENSMUSG00000001249
Gabrg1,7.00E-07,1,ENSMUSG00000001260
Ckb,3.26E-06,1,ENSMUSG00000001270
Sp1,-1.23E-07,1,ENSMUSG00000001280
Itgb7,6.37E-07,1,ENSMUSG00000001281
Myg1,-1.08E-06,1,ENSMUSG00000001285
Rarg,-6.29E-07,1,ENSMUSG00000001288
Pfdn5,-3.18E-06,1,ENSMUSG00000001289
Efnb2,-4.11E-07,1,ENSMUSG00000001300
Rrp15,-8.38E-07,1,ENSMUSG00000001305
Rnd2,9.93E-07,1,ENSMUSG00000001313
Srr,3.67E-07,1,ENSMUSG00000001323
Sync,1.08E-06,1,ENSMUSG00000001333
Fndc5,-1.63E-06,1,ENSMUSG00000001334
Acp5,7.73E-07,0.713443272,ENSMUSG00000001348
Cnn1,-1.27E-06,0.436412023,ENSMUSG00000001349
Fbxo9,-9.77E-07,1,ENSMUSG00000001366
Vps50,4.75E-07,1,ENSMUSG00000001376
Hars,-3.86E-07,1,ENSMUSG00000001380
Zmat2,-9.34E-07,1,ENSMUSG00000001383
Ube2c,3.49E-07,1,ENSMUSG00000001403
Smg5,1.12E-06,1,ENSMUSG00000001415
Cct3,-1.22E-06,1,ENSMUSG00000001416
Glmp,-3.58E-06,1,ENSMUSG00000001418
Mef2d,-3.06E-07,1,ENSMUSG00000001419
Tmem79,-1.37E-06,1,ENSMUSG00000001420
Snd1,-2.08E-07,1,ENSMUSG00000001424
Col18a1,1.35E-06,1,ENSMUSG00000001435
Slc19a1,-1.80E-07,1,ENSMUSG00000001436
Kpnb1,3.23E-06,1,ENSMUSG00000001440
Npepps,1.06E-07,1,ENSMUSG00000001441
Tbx21,-1.06E-07,1,ENSMUSG00000001444
Mrpl10,-1.67E-06,1,ENSMUSG00000001445
Cyp51,5.24E-07,1,ENSMUSG00000001467
Tcf25,9.86E-07,1,ENSMUSG00000001472
Tubb6,2.60916324,0.003151728,ENSMUSG00000001473
Def8,1.29E-06,1,ENSMUSG00000001482
Meox1,-6.30E-07,1,ENSMUSG00000001493
Sost,8.49E-07,1,ENSMUSG00000001494
Pax9,1.02E-08,1,ENSMUSG00000001497
Col1a1,1.72E-06,0.913993591,ENSMUSG00000001506
Itga3,7.83E-07,1,ENSMUSG00000001507
Sgca,-6.73E-08,1,ENSMUSG00000001508
Dlx3,-3.13E-06,0.489546648,ENSMUSG00000001510
Foxm1,3.85E-07,1,ENSMUSG00000001517
Itfg2,-1.52E-06,1,ENSMUSG00000001518
Nrip2,7.02E-08,1,ENSMUSG00000001520
Tulp3,1.70E-06,1,ENSMUSG00000001521
Gtf2h4,-7.25E-08,1,ENSMUSG00000001524
Tubb5,-3.77E-06,1,ENSMUSG00000001525
Ell2,2.13E-06,1,ENSMUSG00000001542
Jup,4.51E-06,1,ENSMUSG00000001552
Fkbp10,1.25E-06,1,ENSMUSG00000001555
Klhl10,4.70E-07,1,ENSMUSG00000001558
Nom1,-6.78E-07,1,ENSMUSG00000001569
Ergic1,2.52E-06,1,ENSMUSG00000001576
Tnk1,2.32E-06,1,ENSMUSG00000001583
Acap1,2.29E-06,1,ENSMUSG00000001588
Tcea3,-6.05E-07,1,ENSMUSG00000001604
Ifrd1,2.58E-06,1,ENSMUSG00000001627
Stk38l,-3.81E-07,1,ENSMUSG00000001630
Brpf1,2.03E-06,1,ENSMUSG00000001632
Akr1b3,2.02E-06,1,ENSMUSG00000001642
Hoxc11,5.84E-08,1,ENSMUSG00000001656
Hoxc8,-2.54E-07,1,ENSMUSG00000001657
Hoxc6,-7.04E-09,1,ENSMUSG00000001661
Gstt1,2.32E-06,1,ENSMUSG00000001663
Gstt3,2.08E-07,1,ENSMUSG00000001665
Ddt,7.41E-07,1,ENSMUSG00000001666
Tat,-8.21E-08,1,ENSMUSG00000001670
Marveld3,-6.78E-07,1,ENSMUSG00000001672
Ddx18,-5.49E-07,1,ENSMUSG00000001674
Ubl3,-1.41E-06,1,ENSMUSG00000001687
Gramd3,1.04E-06,0.421452612,ENSMUSG00000001700
Eef1e1,2.16E-06,1,ENSMUSG00000001707
Akt1,1.16E-06,1,ENSMUSG00000001729
Cldn15,-1.12E-06,1,ENSMUSG00000001739
Il16,-9.58E-07,1,ENSMUSG00000001741
Tcirg1,1.80E-06,0.775973061,ENSMUSG00000001750
Naglu,-8.79E-07,1,ENSMUSG00000001751
Coasy,-2.13E-07,1,ENSMUSG00000001755
Smo,-3.86E-07,1,ENSMUSG00000001761
Tspan33,1.57E-06,0.941140804,ENSMUSG00000001763
Crnkl1,-4.73E-07,1,ENSMUSG00000001767
Rin2,-1.57E-06,1,ENSMUSG00000001768
Folh1,1.87E-07,1,ENSMUSG00000001773
Chordc1,-1.40E-07,1,ENSMUSG00000001774
Rtcb,-3.82E-06,1,ENSMUSG00000001783
Pwp1,2.16E-07,1,ENSMUSG00000001785
Fbxo7,1.50E-06,1,ENSMUSG00000001786
Capns1,-7.87E-07,1,ENSMUSG00000001794
Lrp3,8.82E-07,1,ENSMUSG00000001802
Evx2,2.38E-07,1,ENSMUSG00000001815
Hoxd13,-6.25E-07,1,ENSMUSG00000001819
Folr1,-1.63E-07,1,ENSMUSG00000001827
Clpb,2.50E-07,1,ENSMUSG00000001829
Septin7,-7.19E-08,1,ENSMUSG00000001833
Zdhhc4,-5.67E-07,1,ENSMUSG00000001844
Rac1,9.12E-06,1,ENSMUSG00000001847
Nup214,-1.16E-07,1,ENSMUSG00000001855
Aif1l,1.04E-06,1,ENSMUSG00000001864
Cpa3,-1.76E-06,0.55754953,ENSMUSG00000001865
Ltbp1,2.45E-06,0.337953528,ENSMUSG00000001870
Ugp2,-7.79E-07,1,ENSMUSG00000001891
Kcnh6,-7.32E-07,1,ENSMUSG00000001901
Trmt1,1.39E-07,1,ENSMUSG00000001909
Nacc1,4.80E-07,1,ENSMUSG00000001910
Nfix,2.48E-06,1,ENSMUSG00000001911
Slc1a5,1.60E-06,1,ENSMUSG00000001918
Uba1,-8.85E-07,1,ENSMUSG00000001924
Vwf,-8.26E-08,1,ENSMUSG00000001930
Siae,-8.15E-06,1,ENSMUSG00000001942
Vsig2,-1.03E-07,1,ENSMUSG00000001943
Esam,2.59E-07,1,ENSMUSG00000001946
Spa17,-7.84E-07,1,ENSMUSG00000001948
Fam50a,-7.20E-07,1,ENSMUSG00000001962
Emd,-7.65E-07,1,ENSMUSG00000001964
Taco1,-2.98E-08,1,ENSMUSG00000001983
Grik3,2.09E-06,0.980786338,ENSMUSG00000001985
Gria3,1.38E-07,1,ENSMUSG00000001986
Npas1,1.93E-06,0.941140804,ENSMUSG00000001988
Sipa1l2,1.25E-06,1,ENSMUSG00000001995
Ap4e1,4.06E-07,1,ENSMUSG00000001998
Blvra,8.67E-08,1,ENSMUSG00000001999
Pdzd4,-8.67E-07,1,ENSMUSG00000002006
Srpk3,1.12E-06,0.840808382,ENSMUSG00000002007
Idh3g,-2.18E-06,1,ENSMUSG00000002010
Pnck,-7.21E-07,1,ENSMUSG00000002012
Ssr4,-1.16E-06,1,ENSMUSG00000002014
Bcap31,-3.73E-06,1,ENSMUSG00000002015
Fam98a,4.28E-07,1,ENSMUSG00000002017
Ltbp2,8.66E-07,1,ENSMUSG00000002020
Kmt2a,-3.98E-08,1,ENSMUSG00000002028
Ift46,-2.44E-06,1,ENSMUSG00000002031
Tmem25,1.23E-06,1,ENSMUSG00000002032
Trappc6a,-3.38E-06,1,ENSMUSG00000002043
Supt6,-1.10E-06,1,ENSMUSG00000002052
Spag5,-1.31E-06,1,ENSMUSG00000002055
Foxn1,-2.51E-07,1,ENSMUSG00000002057
Unc119,1.79E-08,1,ENSMUSG00000002058
Rab34,3.15E-06,0.32825779,ENSMUSG00000002059
Sdf2,-4.82E-06,1,ENSMUSG00000002064
Ccne1,2.54E-06,1,ENSMUSG00000002068
Hsf2bp,3.42E-07,1,ENSMUSG00000002076
Bbc3,1.48E-06,1,ENSMUSG00000002083
Psmc3,-8.76E-06,1,ENSMUSG00000002102
Acp2,-9.31E-07,1,ENSMUSG00000002103
Rapsn,5.01E-08,1,ENSMUSG00000002104
Slc39a13,-1.13E-07,1,ENSMUSG00000002105
Celf2,4.97E-06,1,ENSMUSG00000002107
Nr1h3,-2.18E-07,1,ENSMUSG00000002108
Ddb2,-1.22E-06,1,ENSMUSG00000002109
Spi1,-4.17E-07,1,ENSMUSG00000002111
Sf3a1,1.06E-06,1,ENSMUSG00000002129
Stat6,5.36E-07,1,ENSMUSG00000002147
Clgn,-2.62E-06,1,ENSMUSG00000002190
Napsa,3.81E-07,1,ENSMUSG00000002204
Vrk3,-1.08E-06,1,ENSMUSG00000002205
Smg9,-5.25E-07,1,ENSMUSG00000002210
Paxip1,9.09E-07,1,ENSMUSG00000002221
Rmnd5a,1.85E-06,1,ENSMUSG00000002222
Mov10,5.20E-07,1,ENSMUSG00000002227
Ppm1j,-6.24E-07,1,ENSMUSG00000002228
Rhoc,0.724438223,0.182420984,ENSMUSG00000002233
Tead3,1.92E-06,0.741306407,ENSMUSG00000002249
Ppard,1.33E-06,1,ENSMUSG00000002250
Def6,-6.87E-07,1,ENSMUSG00000002257
Peg3,5.01E-07,1,ENSMUSG00000002265
Zim1,-9.96E-07,1,ENSMUSG00000002266
Metrn,1.54E-06,1,ENSMUSG00000002274
Lmf1,-2.68E-07,1,ENSMUSG00000002279
Ciao3,-1.76E-06,1,ENSMUSG00000002280
Angptl4,6.64E-07,1,ENSMUSG00000002289
Dbf4,-1.84E-09,1,ENSMUSG00000002297
Daxx,2.59E-07,1,ENSMUSG00000002307
Cd320,-1.32E-06,1,ENSMUSG00000002308
Ipo4,2.69E-07,1,ENSMUSG00000002319
Tm9sf1,1.65E-06,1,ENSMUSG00000002320
Rec8,1.78E-06,0.436361612,ENSMUSG00000002324
Irf9,-3.53E-07,1,ENSMUSG00000002325
Gmpr2,-3.15E-06,1,ENSMUSG00000002326
Mdp1,-6.62E-07,1,ENSMUSG00000002329
Dhrs1,5.91E-07,1,ENSMUSG00000002332
Ncan,2.47E-06,1,ENSMUSG00000002341
Tmem161a,4.89E-07,1,ENSMUSG00000002342
Armc6,-2.75E-06,1,ENSMUSG00000002343
Borcs8,-9.25E-07,1,ENSMUSG00000002345
Slc25a42,9.16E-07,1,ENSMUSG00000002346
Snx9,-2.28E-06,1,ENSMUSG00000002365
Ranbp3,-1.20E-06,1,ENSMUSG00000002372
Ndufa11,-4.06E-06,1,ENSMUSG00000002379
Bmp8b,-2.87E-07,1,ENSMUSG00000002384
Nr2f6,5.74E-08,1,ENSMUSG00000002393
Use1,-3.78E-06,1,ENSMUSG00000002395
Ocel1,-9.93E-07,1,ENSMUSG00000002396
Dyrk1b,5.08E-07,1,ENSMUSG00000002409
Braf,-3.47E-07,1,ENSMUSG00000002413
Ndufb2,-2.50E-06,1,ENSMUSG00000002416
Hltf,2.17E-06,1,ENSMUSG00000002428
Prpf6,-1.24E-06,1,ENSMUSG00000002455
Rgs19,1.01E-06,1,ENSMUSG00000002458
Rgs20,3.38E-06,0.157401776,ENSMUSG00000002459
Abhd3,5.19E-07,1,ENSMUSG00000002475
Snrpd1,1.54E-06,1,ENSMUSG00000002477
Tchp,1.39E-07,1,ENSMUSG00000002486
Tiam1,4.76E-07,1,ENSMUSG00000002489
Tsc2,-1.98E-06,1,ENSMUSG00000002496
Rpl3l,5.32E-07,1,ENSMUSG00000002500
Slc9a3r2,-2.30E-06,1,ENSMUSG00000002504
Puf60,-3.65E-06,1,ENSMUSG00000002524
Golga2,7.25E-07,1,ENSMUSG00000002546
Uck1,-6.70E-07,1,ENSMUSG00000002550
Scin,-8.99E-07,1,ENSMUSG00000002565
Ikzf4,7.62E-07,1,ENSMUSG00000002578
Mien1,-8.78E-07,1,ENSMUSG00000002580
Pon1,3.72E-08,1,ENSMUSG00000002588
Axl,3.27E-06,0.073935841,ENSMUSG00000002602
Tgfb1,2.97E-06,0.718389753,ENSMUSG00000002603
Ccdc97,-9.81E-07,1,ENSMUSG00000002608
Zfp40,-5.49E-07,1,ENSMUSG00000002617
Akap8l,3.35E-07,1,ENSMUSG00000002625
Shh,3.87E-07,1,ENSMUSG00000002633
Pdcd2l,-8.89E-07,1,ENSMUSG00000002635
Gtf2f1,4.53E-08,1,ENSMUSG00000002658
Clpp,-1.50E-06,1,ENSMUSG00000002660
Alkbh7,-1.66E-06,1,ENSMUSG00000002661
Pspn,1.03E-06,1,ENSMUSG00000002664
Med6,-1.25E-06,1,ENSMUSG00000002679
Prkd1,-6.36E-07,1,ENSMUSG00000002688
Lcp2,2.67E-07,1,ENSMUSG00000002699
Cse1l,8.92E-07,1,ENSMUSG00000002718
Naa20,-1.47E-06,1,ENSMUSG00000002728
Prkra,2.32E-07,1,ENSMUSG00000002731
Fkbp7,1.67E-06,1,ENSMUSG00000002732
Plekha3,7.41E-07,1,ENSMUSG00000002733
Ykt6,1.67E-07,1,ENSMUSG00000002741
Baz1b,-6.68E-08,1,ENSMUSG00000002748
Pex6,-6.04E-07,1,ENSMUSG00000002763
Mrpl2,-1.51E-06,1,ENSMUSG00000002767
Mea1,-2.35E-06,1,ENSMUSG00000002768
Gnmt,-1.39E-06,1,ENSMUSG00000002769
Grin2d,2.06E-08,1,ENSMUSG00000002771
Kdelr1,7.59E-07,1,ENSMUSG00000002778
Tmem143,-3.10E-07,1,ENSMUSG00000002781
Pdxk-ps,3.50E-07,1,ENSMUSG00000002791
Ggct,1.14E-06,1,ENSMUSG00000002797
Jag2,3.62E-08,1,ENSMUSG00000002799
Btbd6,-1.44E-06,1,ENSMUSG00000002803
Nudt14,-1.62E-06,1,ENSMUSG00000002804
Epdr1,-1.72E-06,1,ENSMUSG00000002808
Flii,-3.36E-07,1,ENSMUSG00000002812
Top3a,-1.94E-07,1,ENSMUSG00000002814
Atg4d,-1.55E-07,1,ENSMUSG00000002820
Qtrt1,-1.63E-06,1,ENSMUSG00000002825
Plin4,-2.82E-07,1,ENSMUSG00000002831
Hdgfl2,3.94E-07,1,ENSMUSG00000002833
Chaf1a,-2.73E-07,1,ENSMUSG00000002835
Adprh,-9.34E-07,1,ENSMUSG00000002844
Tmem39a,-6.73E-08,1,ENSMUSG00000002845
Timmdc1,-2.68E-07,1,ENSMUSG00000002846
Pla1a,1.07E-07,1,ENSMUSG00000002847
Mcm2,-2.30E-07,1,ENSMUSG00000002870
Tpra1,-2.15E-07,1,ENSMUSG00000002871
Nab1,3.12E-06,0.947419104,ENSMUSG00000002881
Adgre5,-3.21E-07,1,ENSMUSG00000002885
Il17ra,1.30E-06,1,ENSMUSG00000002897
Lamb1,1.87E-06,1,ENSMUSG00000002900
Kcnn1,-5.42E-07,1,ENSMUSG00000002908
Arrdc2,1.24E-07,1,ENSMUSG00000002910
Ppp1r17,-2.40E-08,1,ENSMUSG00000002930
Cd36,6.93E-08,1,ENSMUSG00000002944
Map2k7,-4.88E-08,1,ENSMUSG00000002948
Timm44,-7.01E-07,1,ENSMUSG00000002949
Ap2a2,1.35E-07,1,ENSMUSG00000002957
Pnkp,-1.33E-06,1,ENSMUSG00000002963
Med25,1.44E-06,1,ENSMUSG00000002968
Bcam,4.28E-07,1,ENSMUSG00000002980
Clptm1,1.03E-06,1,ENSMUSG00000002981
Relb,1.70E-07,1,ENSMUSG00000002983
Tomm40,-7.11E-07,1,ENSMUSG00000002984
Apoe,3.37E-06,0.544769522,ENSMUSG00000002985
Hbp1,-2.08E-07,1,ENSMUSG00000002996
Prkar2b,8.14E-08,1,ENSMUSG00000002997
Cdkn1b,-2.71E-06,1,ENSMUSG00000003031
Klf4,1.37E-06,1,ENSMUSG00000003032
Ap1m1,-1.58E-06,1,ENSMUSG00000003033
Rab8a,-9.16E-07,1,ENSMUSG00000003037
Hmgn2,5.54E-06,1,ENSMUSG00000003038
Fam32a,-1.16E-06,1,ENSMUSG00000003039
Elf3,-8.42E-07,1,ENSMUSG00000003051
Stard3nl,-4.24E-07,1,ENSMUSG00000003062
Stk11,-7.15E-07,1,ENSMUSG00000003068
Efna2,1.98E-06,1,ENSMUSG00000003070
Atp5d,-1.41E-06,1,ENSMUSG00000003072
Ppp5c,-1.58E-06,1,ENSMUSG00000003099
Cdk12,1.36E-06,1,ENSMUSG00000003119
Lipe,5.67E-07,1,ENSMUSG00000003123
Pafah1b2,1.55E-06,1,ENSMUSG00000003131
Tbc1d8,7.37E-07,1,ENSMUSG00000003134
