symbol,LFC,FDR,ID
C1d,-7.17E-06,1,ENSMUSG00000000581
Gm2a,-4.44E-06,1,ENSMUSG00000000594
Krit1,-7.40E-08,1,ENSMUSG00000000600
Clcn4,9.72E-07,1,ENSMUSG00000000605
Grm6,8.29E-07,1,ENSMUSG00000000617
Sema4f,1.45E-06,1,ENSMUSG00000000627
Hk2,-1.88E-06,1,ENSMUSG00000000628
Myo18a,3.30E-06,1,ENSMUSG00000000631
Sez6,3.14E-06,1,ENSMUSG00000000632
Haao,-1.37E-08,1,ENSMUSG00000000673
Cd52,6.66E-07,1,ENSMUSG00000000682
Abhd15,4.47E-08,1,ENSMUSG00000000686
Hoxb6,7.74E-07,1,ENSMUSG00000000690
Loxl3,-2.72E-06,1,ENSMUSG00000000693
Kat2b,1.64E-06,1,ENSMUSG00000000708
Rab5b,-7.33E-07,1,ENSMUSG00000000711
Cryba1,1.87E-07,1,ENSMUSG00000000724
Dnmt3l,1.00E-06,0.974726426,ENSMUSG00000000730
Aire,1.07E-06,1,ENSMUSG00000000731
Icosl,3.46E-07,1,ENSMUSG00000000732
Spg7,2.03E-06,1,ENSMUSG00000000738
Sult5a1,1.26E-06,1,ENSMUSG00000000739
Rpl13,6.09E-06,1,ENSMUSG00000000740
Chmp1a,-2.56E-06,1,ENSMUSG00000000743
Rpa1,-2.06E-06,1,ENSMUSG00000000751
Serpinf1,-3.38E-06,1,ENSMUSG00000000753
Tubgcp3,-4.38E-07,1,ENSMUSG00000000759
Oprm1,2.40E-06,0.597230832,ENSMUSG00000000766
Polr3d,6.00E-07,1,ENSMUSG00000000776
Tcf7,-2.14E-07,1,ENSMUSG00000000782
Ddx3x,2.49E-06,1,ENSMUSG00000000787
Il12rb1,-5.38E-07,1,ENSMUSG00000000791
Slc5a5,5.65E-06,0.277380403,ENSMUSG00000000792
Kcnn3,-3.90E-08,1,ENSMUSG00000000794
Usp32,2.08E-06,1,ENSMUSG00000000804
Car4,3.48E-07,1,ENSMUSG00000000805
Txnrd3,4.66E-07,1,ENSMUSG00000000811
Fasl,1.00E-07,1,ENSMUSG00000000817
Zfp512b,-1.20E-06,1,ENSMUSG00000000823
Dnajc5,1.93E-06,1,ENSMUSG00000000826
Tpd52l2,1.56E-06,1,ENSMUSG00000000827
Fmr1,-1.16E-06,1,ENSMUSG00000000838
Bcl11a,1.00E-06,1,ENSMUSG00000000861
Il4,1.84E-06,1,ENSMUSG00000000869
Pxmp4,-4.58E-07,1,ENSMUSG00000000876
Dlg3,-9.52E-08,1,ENSMUSG00000000881
Gnb1l,-6.85E-07,1,ENSMUSG00000000884
Dbh,6.18E-07,1,ENSMUSG00000000889
Mmp11,-7.18E-07,1,ENSMUSG00000000901
Smarcb1,-6.36E-06,1,ENSMUSG00000000902
Hip1r,1.13E-06,1,ENSMUSG00000000915
Nsun5,1.92E-08,1,ENSMUSG00000000916
Top1mt,-8.32E-07,1,ENSMUSG00000000934
Hoxa10,7.11E-07,1,ENSMUSG00000000938
Hoxa4,-6.67E-07,1,ENSMUSG00000000942
NA,-2.73E-07,1,ENSMUSG00000000948
Mmp14,1.32E-06,1,ENSMUSG00000000957
Slc7a7,-9.38E-07,1,ENSMUSG00000000958
Oxa1l,9.11E-08,1,ENSMUSG00000000959
Heatr6,4.71E-07,1,ENSMUSG00000000976
Ccl3,4.60E-08,1,ENSMUSG00000000982
Wfdc18,-4.76E-07,0.833182549,ENSMUSG00000000983
Icam4,2.07E-07,1,ENSMUSG00000001014
Ilf2,-3.89E-06,1,ENSMUSG00000001016
Chtop,-2.40E-06,1,ENSMUSG00000001017
Snapin,-1.09E-05,1,ENSMUSG00000001018
S100a4,1.58E-06,1,ENSMUSG00000001020
S100a3,6.12E-07,1,ENSMUSG00000001021
S100a5,6.84E-07,1,ENSMUSG00000001023
S100a6,-5.28E-07,1,ENSMUSG00000001025
Scn4a,-6.17E-08,1,ENSMUSG00000001027
Icam2,-2.94E-08,1,ENSMUSG00000001029
Mapk7,-1.59E-08,1,ENSMUSG00000001034
Epn2,1.86E-06,1,ENSMUSG00000001036
B9d1,1.51E-06,1,ENSMUSG00000001039
Sec24b,7.76E-07,1,ENSMUSG00000001052
N4bp3,-3.56E-07,1,ENSMUSG00000001053
Rmnd5b,-3.95E-07,1,ENSMUSG00000001054
Nhp2,5.22E-06,1,ENSMUSG00000001056
Vps9d1,6.32E-07,1,ENSMUSG00000001062
Zfp276,5.27E-07,1,ENSMUSG00000001065
C1ql4,2.20E-08,1,ENSMUSG00000001076
Mfsd10,-4.34E-07,1,ENSMUSG00000001082
Luzp1,8.95E-07,1,ENSMUSG00000001089
Slc13a2,1.77E-06,0.778830129,ENSMUSG00000001095
Kctd10,1.04E-06,1,ENSMUSG00000001098
Poldip2,-1.22E-06,1,ENSMUSG00000001100
Sebox,-1.22E-06,0.918117491,ENSMUSG00000001103
Ift20,-2.25E-07,1,ENSMUSG00000001105
Col6a1,-4.96E-07,1,ENSMUSG00000001119
Pcbp3,-2.71E-08,1,ENSMUSG00000001120
Lgals9,-1.28E-06,1,ENSMUSG00000001123
Araf,-4.28E-06,1,ENSMUSG00000001127
Cfp,4.22E-07,1,ENSMUSG00000001128
Timp1,-6.12E-07,1,ENSMUSG00000001131
Uxt,-9.73E-07,1,ENSMUSG00000001134
Cnnm3,2.88E-08,1,ENSMUSG00000001138
Lman2l,-2.21E-07,1,ENSMUSG00000001143
Mcm3ap,5.22E-07,1,ENSMUSG00000001150
Pcnt,1.09E-06,1,ENSMUSG00000001151
Ftcd,4.15E-07,1,ENSMUSG00000001155
Mxd1,1.19E-07,1,ENSMUSG00000001156
Gmcl1,-2.65E-07,1,ENSMUSG00000001157
Snrnp27,-5.73E-06,1,ENSMUSG00000001158
Oas1c,-5.49E-08,1,ENSMUSG00000001166
Oas1h,1.36E-07,1,ENSMUSG00000001168
Ocrl,1.66E-06,1,ENSMUSG00000001173
Calm1,2.42E-05,0.6664438,ENSMUSG00000001175
Agpat3,9.78E-07,1,ENSMUSG00000001211
Slc26a3,-3.98E-07,1,ENSMUSG00000001225
Sema6b,8.50E-07,1,ENSMUSG00000001227
Uhrf1,-5.07E-08,1,ENSMUSG00000001228
Dpp9,1.47E-06,1,ENSMUSG00000001229
Ramp2,1.70E-06,1,ENSMUSG00000001240
Lsr,-2.77E-07,1,ENSMUSG00000001247
Gramd1a,3.30E-07,1,ENSMUSG00000001248
Hpn,-4.06E-07,1,ENSMUSG00000001249
Gabrg1,7.53E-07,1,ENSMUSG00000001260
Ckb,6.08E-06,1,ENSMUSG00000001270
Sp1,8.48E-07,1,ENSMUSG00000001280
Itgb7,1.01E-06,1,ENSMUSG00000001281
Myg1,-2.14E-06,1,ENSMUSG00000001285
Rarg,-9.03E-07,1,ENSMUSG00000001288
Pfdn5,1.75E-06,1,ENSMUSG00000001289
Efnb2,2.53E-07,1,ENSMUSG00000001300
Rrp15,-7.96E-07,1,ENSMUSG00000001305
Rnd2,2.19E-07,1,ENSMUSG00000001313
Srr,-1.25E-07,1,ENSMUSG00000001323
Sync,6.50E-07,1,ENSMUSG00000001333
Fndc5,8.72E-07,1,ENSMUSG00000001334
Acp5,1.17E-08,1,ENSMUSG00000001348
Cnn1,1.37E-06,0.659698181,ENSMUSG00000001349
Fbxo9,-1.88E-06,1,ENSMUSG00000001366
Vps50,1.34E-06,1,ENSMUSG00000001376
Hars,4.11E-07,1,ENSMUSG00000001380
Zmat2,-2.44E-07,1,ENSMUSG00000001383
Ube2c,-4.63E-08,1,ENSMUSG00000001403
Smg5,2.78E-06,1,ENSMUSG00000001415
Cct3,-2.02E-06,1,ENSMUSG00000001416
Glmp,-1.73E-07,1,ENSMUSG00000001418
Mef2d,1.25E-06,1,ENSMUSG00000001419
Tmem79,-2.65E-07,1,ENSMUSG00000001420
Snd1,1.13E-06,1,ENSMUSG00000001424
Col18a1,-7.20E-07,1,ENSMUSG00000001435
Slc19a1,-2.39E-07,1,ENSMUSG00000001436
Kpnb1,2.09E-06,1,ENSMUSG00000001440
Npepps,3.41E-06,1,ENSMUSG00000001441
Tbx21,5.79E-07,1,ENSMUSG00000001444
Mrpl10,3.82E-07,1,ENSMUSG00000001445
Cyp51,-2.35E-07,1,ENSMUSG00000001467
Tcf25,3.27E-06,1,ENSMUSG00000001472
Tubb6,2.66E-06,1,ENSMUSG00000001473
Def8,7.00E-07,1,ENSMUSG00000001482
Meox1,9.43E-08,1,ENSMUSG00000001493
Sost,-1.79E-07,1,ENSMUSG00000001494
Pax9,-1.37E-07,1,ENSMUSG00000001497
Col1a1,-1.66E-06,1,ENSMUSG00000001506
Itga3,2.61E-06,1,ENSMUSG00000001507
Sgca,1.42E-07,1,ENSMUSG00000001508
Dlx3,4.79E-07,1,ENSMUSG00000001510
Foxm1,-5.75E-07,1,ENSMUSG00000001517
Itfg2,3.67E-07,1,ENSMUSG00000001518
Nrip2,-9.75E-07,1,ENSMUSG00000001520
Tulp3,1.24E-06,1,ENSMUSG00000001521
Gtf2h4,-3.15E-07,1,ENSMUSG00000001524
Tubb5,-5.42E-06,1,ENSMUSG00000001525
Ell2,4.13E-06,0.207616651,ENSMUSG00000001542
Jup,2.69E-08,1,ENSMUSG00000001552
Fkbp10,9.72E-07,1,ENSMUSG00000001555
Klhl10,2.24E-06,0.519639575,ENSMUSG00000001558
Nom1,-2.07E-07,1,ENSMUSG00000001569
Ergic1,8.87E-07,1,ENSMUSG00000001576
Tnk1,3.09E-06,1,ENSMUSG00000001583
Acap1,-1.25E-06,1,ENSMUSG00000001588
Tcea3,-1.47E-08,1,ENSMUSG00000001604
Ifrd1,1.39E-06,1,ENSMUSG00000001627
Stk38l,-8.21E-06,0.976613741,ENSMUSG00000001630
Brpf1,2.16E-06,1,ENSMUSG00000001632
Akr1b3,-3.77E-06,1,ENSMUSG00000001642
Hoxc11,3.28E-07,1,ENSMUSG00000001656
Hoxc8,-9.92E-08,1,ENSMUSG00000001657
Hoxc6,-5.05E-07,1,ENSMUSG00000001661
Gstt1,-1.03E-07,1,ENSMUSG00000001663
Gstt3,7.25E-07,1,ENSMUSG00000001665
Ddt,2.38E-06,1,ENSMUSG00000001666
Tat,8.05E-08,1,ENSMUSG00000001670
Marveld3,1.15E-06,1,ENSMUSG00000001672
Ddx18,-9.81E-07,1,ENSMUSG00000001674
Ubl3,-1.98E-06,1,ENSMUSG00000001687
Gramd3,7.22E-07,1,ENSMUSG00000001700
Eef1e1,-1.52E-06,1,ENSMUSG00000001707
Akt1,1.35E-06,1,ENSMUSG00000001729
Cldn15,1.37E-06,1,ENSMUSG00000001739
Il16,-2.99E-07,1,ENSMUSG00000001741
Tcirg1,1.06E-06,1,ENSMUSG00000001750
Naglu,5.02E-07,1,ENSMUSG00000001751
Coasy,1.74E-06,1,ENSMUSG00000001755
Smo,2.41E-07,1,ENSMUSG00000001761
Tspan33,1.30E-06,1,ENSMUSG00000001763
Crnkl1,1.41E-06,1,ENSMUSG00000001767
Rin2,-2.65E-08,1,ENSMUSG00000001768
Folh1,4.58E-07,1,ENSMUSG00000001773
Chordc1,-3.12E-06,1,ENSMUSG00000001774
Rtcb,-4.58E-06,1,ENSMUSG00000001783
Pwp1,-1.75E-06,1,ENSMUSG00000001785
Fbxo7,3.80E-08,1,ENSMUSG00000001786
Capns1,2.79E-06,1,ENSMUSG00000001794
Lrp3,1.67E-06,1,ENSMUSG00000001802
Evx2,1.13E-08,1,ENSMUSG00000001815
Hoxd13,-3.29E-07,1,ENSMUSG00000001819
Folr1,2.48E-07,1,ENSMUSG00000001827
Clpb,4.29E-08,1,ENSMUSG00000001829
Septin7,-9.92E-06,1,ENSMUSG00000001833
Zdhhc4,1.59E-07,1,ENSMUSG00000001844
Rac1,-4.69E-06,1,ENSMUSG00000001847
Nup214,1.41E-06,1,ENSMUSG00000001855
Aif1l,-8.80E-08,1,ENSMUSG00000001864
Cpa3,3.32E-07,1,ENSMUSG00000001865
Ltbp1,1.55E-06,1,ENSMUSG00000001870
Ugp2,-9.64E-07,1,ENSMUSG00000001891
Kcnh6,-2.67E-07,1,ENSMUSG00000001901
Trmt1,-1.67E-06,1,ENSMUSG00000001909
Nacc1,1.27E-06,1,ENSMUSG00000001910
Nfix,-2.83E-07,1,ENSMUSG00000001911
Slc1a5,2.36E-06,1,ENSMUSG00000001918
Uba1,6.56E-07,1,ENSMUSG00000001924
Vwf,2.18E-06,1,ENSMUSG00000001930
Siae,-6.09E-06,1,ENSMUSG00000001942
Vsig2,-2.40E-07,1,ENSMUSG00000001943
Esam,4.17E-07,1,ENSMUSG00000001946
Spa17,-7.78E-07,1,ENSMUSG00000001948
Fam50a,1.33E-06,1,ENSMUSG00000001962
Emd,-3.60E-06,1,ENSMUSG00000001964
Taco1,-6.41E-07,1,ENSMUSG00000001983
Grik3,6.95E-07,1,ENSMUSG00000001985
Gria3,3.26E-07,1,ENSMUSG00000001986
Npas1,4.00E-07,1,ENSMUSG00000001988
Sipa1l2,4.33E-07,1,ENSMUSG00000001995
Ap4e1,3.04E-06,1,ENSMUSG00000001998
Blvra,-7.39E-07,1,ENSMUSG00000001999
Pdzd4,3.99E-06,1,ENSMUSG00000002006
Srpk3,-5.12E-07,1,ENSMUSG00000002007
Idh3g,1.28E-06,1,ENSMUSG00000002010
Pnck,-6.03E-07,1,ENSMUSG00000002012
Ssr4,3.47E-06,1,ENSMUSG00000002014
Bcap31,-8.78E-06,1,ENSMUSG00000002015
Fam98a,-4.06E-07,1,ENSMUSG00000002017
Ltbp2,3.11E-08,1,ENSMUSG00000002020
Kmt2a,3.77E-06,1,ENSMUSG00000002028
Ift46,-2.84E-06,1,ENSMUSG00000002031
Tmem25,7.37E-07,1,ENSMUSG00000002032
Trappc6a,1.17E-06,1,ENSMUSG00000002043
Supt6,3.50E-07,1,ENSMUSG00000002052
Spag5,1.25E-06,1,ENSMUSG00000002055
Foxn1,-1.17E-06,1,ENSMUSG00000002057
Unc119,7.75E-07,1,ENSMUSG00000002058
Rab34,7.65E-07,1,ENSMUSG00000002059
Sdf2,-5.41E-06,1,ENSMUSG00000002064
Ccne1,-7.23E-08,1,ENSMUSG00000002068
Hsf2bp,3.64E-07,1,ENSMUSG00000002076
Bbc3,-2.23E-07,1,ENSMUSG00000002083
Psmc3,-1.83E-06,1,ENSMUSG00000002102
Acp2,1.98E-06,1,ENSMUSG00000002103
Rapsn,8.62E-07,1,ENSMUSG00000002104
Slc39a13,2.76E-07,1,ENSMUSG00000002105
Celf2,2.32E-06,1,ENSMUSG00000002107
Nr1h3,3.84E-07,1,ENSMUSG00000002108
Ddb2,1.45E-07,1,ENSMUSG00000002109
Spi1,-8.41E-07,1,ENSMUSG00000002111
Sf3a1,2.88E-07,1,ENSMUSG00000002129
Stat6,9.80E-07,1,ENSMUSG00000002147
Clgn,-2.59E-06,1,ENSMUSG00000002190
Napsa,1.06E-07,1,ENSMUSG00000002204
Vrk3,-5.84E-07,1,ENSMUSG00000002205
Smg9,4.40E-07,1,ENSMUSG00000002210
Paxip1,4.70E-07,1,ENSMUSG00000002221
Rmnd5a,1.11E-06,1,ENSMUSG00000002222
Mov10,6.93E-07,1,ENSMUSG00000002227
Ppm1j,-2.74E-09,1,ENSMUSG00000002228
Rhoc,7.69E-07,1,ENSMUSG00000002233
Tead3,-4.93E-08,1,ENSMUSG00000002249
Ppard,1.01E-06,1,ENSMUSG00000002250
Def6,-7.84E-07,1,ENSMUSG00000002257
Peg3,2.34E-06,1,ENSMUSG00000002265
Zim1,9.42E-07,1,ENSMUSG00000002266
Metrn,1.07E-06,1,ENSMUSG00000002274
Lmf1,1.42E-07,1,ENSMUSG00000002279
Ciao3,3.84E-09,1,ENSMUSG00000002280
Angptl4,5.49E-07,1,ENSMUSG00000002289
Dbf4,1.37E-06,1,ENSMUSG00000002297
Daxx,1.13E-06,1,ENSMUSG00000002307
Cd320,-8.93E-07,1,ENSMUSG00000002308
Ipo4,1.52E-06,1,ENSMUSG00000002319
Tm9sf1,-1.34E-06,1,ENSMUSG00000002320
Rec8,-7.49E-07,1,ENSMUSG00000002324
Irf9,-2.61E-06,1,ENSMUSG00000002325
Gmpr2,-6.98E-07,1,ENSMUSG00000002326
Mdp1,-2.66E-06,1,ENSMUSG00000002329
Dhrs1,-2.66E-07,1,ENSMUSG00000002332
Ncan,-2.31E-06,1,ENSMUSG00000002341
Tmem161a,-1.70E-07,1,ENSMUSG00000002342
Armc6,-5.07E-07,1,ENSMUSG00000002343
Borcs8,6.91E-07,1,ENSMUSG00000002345
Slc25a42,2.75E-07,1,ENSMUSG00000002346
Snx9,-9.04E-08,1,ENSMUSG00000002365
Ranbp3,-5.45E-07,1,ENSMUSG00000002372
Ndufa11,2.23E-06,1,ENSMUSG00000002379
Bmp8b,-7.86E-06,1,ENSMUSG00000002384
Nr2f6,2.62E-07,1,ENSMUSG00000002393
Use1,-5.15E-07,1,ENSMUSG00000002395
Ocel1,9.31E-07,1,ENSMUSG00000002396
Dyrk1b,2.70E-06,0.777916655,ENSMUSG00000002409
Braf,-1.25E-06,1,ENSMUSG00000002413
Ndufb2,1.95E-06,1,ENSMUSG00000002416
Hltf,2.53E-06,1,ENSMUSG00000002428
Prpf6,2.39E-06,1,ENSMUSG00000002455
Rgs19,-7.82E-07,1,ENSMUSG00000002458
Rgs20,1.50E-06,1,ENSMUSG00000002459
Abhd3,9.11E-07,1,ENSMUSG00000002475
Snrpd1,8.06E-07,1,ENSMUSG00000002477
Tchp,4.33E-07,1,ENSMUSG00000002486
Tiam1,-8.81E-07,1,ENSMUSG00000002489
Tsc2,5.57E-06,1,ENSMUSG00000002496
Rpl3l,3.01E-07,1,ENSMUSG00000002500
Slc9a3r2,4.46E-07,1,ENSMUSG00000002504
Puf60,-2.50E-06,1,ENSMUSG00000002524
Golga2,-1.40E-07,1,ENSMUSG00000002546
Uck1,-8.77E-07,1,ENSMUSG00000002550
Scin,-3.88E-07,1,ENSMUSG00000002565
Ikzf4,-1.03E-06,1,ENSMUSG00000002578
Mien1,5.64E-07,1,ENSMUSG00000002580
Pon1,1.11E-07,1,ENSMUSG00000002588
Axl,-4.35E-07,1,ENSMUSG00000002602
Tgfb1,1.86E-06,1,ENSMUSG00000002603
Ccdc97,1.48E-07,1,ENSMUSG00000002608
Zfp40,-1.38E-07,1,ENSMUSG00000002617
Akap8l,1.59E-06,1,ENSMUSG00000002625
Shh,-1.46E-07,1,ENSMUSG00000002633
Pdcd2l,3.54E-07,1,ENSMUSG00000002635
Gtf2f1,-8.45E-07,1,ENSMUSG00000002658
Clpp,7.59E-08,1,ENSMUSG00000002660
Alkbh7,3.12E-08,1,ENSMUSG00000002661
Pspn,2.69E-07,1,ENSMUSG00000002664
Med6,-1.31E-06,1,ENSMUSG00000002679
Prkd1,1.99E-07,1,ENSMUSG00000002688
Lcp2,-7.87E-09,1,ENSMUSG00000002699
Cse1l,-2.03E-07,1,ENSMUSG00000002718
Naa20,-1.19E-05,1,ENSMUSG00000002728
Prkra,-2.12E-06,1,ENSMUSG00000002731
Fkbp7,-1.17E-06,1,ENSMUSG00000002732
Plekha3,7.43E-07,1,ENSMUSG00000002733
Ykt6,1.49E-06,1,ENSMUSG00000002741
Baz1b,1.92E-06,1,ENSMUSG00000002748
Pex6,4.95E-07,1,ENSMUSG00000002763
Mrpl2,-1.02E-06,1,ENSMUSG00000002767
Mea1,1.02E-06,1,ENSMUSG00000002768
Gnmt,5.38E-07,1,ENSMUSG00000002769
Grin2d,2.70E-06,1,ENSMUSG00000002771
Kdelr1,-2.99E-07,1,ENSMUSG00000002778
Tmem143,-1.92E-07,1,ENSMUSG00000002781
Pdxk-ps,-4.04E-07,1,ENSMUSG00000002791
Ggct,2.31E-06,1,ENSMUSG00000002797
Jag2,9.12E-07,1,ENSMUSG00000002799
Btbd6,3.12E-07,1,ENSMUSG00000002803
Nudt14,-3.13E-07,1,ENSMUSG00000002804
Epdr1,-2.46E-06,1,ENSMUSG00000002808
Flii,-2.04E-08,1,ENSMUSG00000002812
Top3a,9.79E-09,1,ENSMUSG00000002814
Atg4d,-6.87E-07,1,ENSMUSG00000002820
Qtrt1,-4.80E-07,1,ENSMUSG00000002825
Plin4,-2.17E-07,1,ENSMUSG00000002831
Hdgfl2,1.52E-06,1,ENSMUSG00000002833
Chaf1a,-1.53E-07,1,ENSMUSG00000002835
Adprh,-6.34E-07,1,ENSMUSG00000002844
Tmem39a,9.16E-08,1,ENSMUSG00000002845
Timmdc1,-3.29E-06,1,ENSMUSG00000002846
Pla1a,-5.43E-07,1,ENSMUSG00000002847
Mcm2,-6.63E-07,1,ENSMUSG00000002870
Tpra1,-1.81E-06,1,ENSMUSG00000002871
Nab1,8.27E-07,1,ENSMUSG00000002881
Adgre5,3.02E-07,1,ENSMUSG00000002885
Il17ra,2.00E-06,0.87031876,ENSMUSG00000002897
Lamb1,3.16E-06,0.99549227,ENSMUSG00000002900
Kcnn1,6.49E-07,1,ENSMUSG00000002908
Arrdc2,7.56E-07,1,ENSMUSG00000002910
Ppp1r17,-2.03E-08,1,ENSMUSG00000002930
Cd36,-1.54E-08,1,ENSMUSG00000002944
Map2k7,-3.23E-07,1,ENSMUSG00000002948
Timm44,1.72E-06,1,ENSMUSG00000002949
Ap2a2,1.06E-05,0.378462683,ENSMUSG00000002957
Pnkp,-1.16E-06,1,ENSMUSG00000002963
Med25,2.25E-06,1,ENSMUSG00000002968
Bcam,3.05E-06,1,ENSMUSG00000002980
Clptm1,3.03E-08,1,ENSMUSG00000002981
Relb,8.45E-07,1,ENSMUSG00000002983
Tomm40,-1.29E-06,1,ENSMUSG00000002984
Apoe,3.20E-06,1,ENSMUSG00000002985
Hbp1,-8.07E-06,1,ENSMUSG00000002996
Prkar2b,1.91E-06,1,ENSMUSG00000002997
Cdkn1b,1.92E-06,1,ENSMUSG00000003031
Klf4,-7.23E-07,1,ENSMUSG00000003032
Ap1m1,-8.37E-07,1,ENSMUSG00000003033
Rab8a,-3.92E-06,1,ENSMUSG00000003037
Hmgn2,-4.53E-06,1,ENSMUSG00000003038
Fam32a,-2.36E-07,1,ENSMUSG00000003039
Elf3,-9.85E-07,0.762461952,ENSMUSG00000003051
Stard3nl,-4.02E-06,1,ENSMUSG00000003062
Stk11,1.77E-06,1,ENSMUSG00000003068
Efna2,-1.85E-06,1,ENSMUSG00000003070
Atp5d,2.85E-06,1,ENSMUSG00000003072
Ppp5c,-2.73E-06,1,ENSMUSG00000003099
Cdk12,-8.06E-07,1,ENSMUSG00000003119
Lipe,-2.91E-07,1,ENSMUSG00000003123
Pafah1b2,4.72E-07,1,ENSMUSG00000003131
Tbc1d8,-5.82E-08,1,ENSMUSG00000003134
Cnot11,-1.81E-07,1,ENSMUSG00000003135
Slc2a3,2.46E-06,1,ENSMUSG00000003153
Foxj2,5.27E-07,1,ENSMUSG00000003154
