symbol,LFC,FDR,ID
Ddt,-6.84E-07,1,ENSMUSG00000001666
Tat,3.11E-07,1,ENSMUSG00000001670
Marveld3,-7.28E-07,1,ENSMUSG00000001672
Ddx18,-2.62E-07,1,ENSMUSG00000001674
Ubl3,2.45E-06,1,ENSMUSG00000001687
Gramd3,8.26E-07,1,ENSMUSG00000001700
Eef1e1,3.39E-06,1,ENSMUSG00000001707
Akt1,5.20E-07,1,ENSMUSG00000001729
Cldn15,-2.57E-06,0.160653211,ENSMUSG00000001739
Il16,-3.43E-07,1,ENSMUSG00000001741
Tcirg1,-1.20E-06,1,ENSMUSG00000001750
Naglu,1.77E-07,1,ENSMUSG00000001751
Coasy,-5.20E-07,1,ENSMUSG00000001755
Smo,-1.41E-07,1,ENSMUSG00000001761
Tspan33,-8.64E-07,1,ENSMUSG00000001763
Crnkl1,-5.19E-07,1,ENSMUSG00000001767
Rin2,9.96E-07,1,ENSMUSG00000001768
Folh1,-1.72E-07,1,ENSMUSG00000001773
Chordc1,2.12E-06,1,ENSMUSG00000001774
Rtcb,8.69E-07,1,ENSMUSG00000001783
Pwp1,7.91E-07,1,ENSMUSG00000001785
Fbxo7,-2.29E-08,1,ENSMUSG00000001786
Capns1,-3.04E-06,1,ENSMUSG00000001794
Lrp3,-1.40E-06,1,ENSMUSG00000001802
Evx2,-6.54E-08,1,ENSMUSG00000001815
Hoxd13,1.49E-06,1,ENSMUSG00000001819
Folr1,-5.24E-07,0.896632258,ENSMUSG00000001827
Clpb,-7.32E-07,1,ENSMUSG00000001829
Septin7,6.11E-06,1,ENSMUSG00000001833
Zdhhc4,-3.91E-07,1,ENSMUSG00000001844
Rac1,1.05E-05,1,ENSMUSG00000001847
Nup214,-6.90E-07,1,ENSMUSG00000001855
Aif1l,2.40E-07,1,ENSMUSG00000001864
Cpa3,6.93E-08,1,ENSMUSG00000001865
Ltbp1,1.87E-06,1,ENSMUSG00000001870
Ugp2,1.31E-06,1,ENSMUSG00000001891
Kcnh6,4.54E-07,1,ENSMUSG00000001901
Trmt1,-9.23E-07,1,ENSMUSG00000001909
Nacc1,4.14E-07,1,ENSMUSG00000001910
Nfix,-5.30E-07,1,ENSMUSG00000001911
Slc1a5,-2.18E-06,1,ENSMUSG00000001918
Uba1,2.95E-07,1,ENSMUSG00000001924
Vwf,-1.59E-06,1,ENSMUSG00000001930
Siae,-1.55E-06,1,ENSMUSG00000001942
Vsig2,8.55E-07,1,ENSMUSG00000001943
Esam,-2.41E-07,1,ENSMUSG00000001946
Spa17,-1.52E-06,1,ENSMUSG00000001948
Fam50a,-8.23E-07,1,ENSMUSG00000001962
Emd,-1.12E-06,1,ENSMUSG00000001964
Taco1,1.83E-06,1,ENSMUSG00000001983
Grik3,7.03E-07,1,ENSMUSG00000001985
Gria3,-3.18E-07,1,ENSMUSG00000001986
Npas1,-8.57E-07,1,ENSMUSG00000001988
Sipa1l2,8.45E-07,1,ENSMUSG00000001995
Ap4e1,2.42E-06,1,ENSMUSG00000001998
Blvra,1.14E-06,1,ENSMUSG00000001999
Pdzd4,-5.67E-07,1,ENSMUSG00000002006
Srpk3,7.34E-07,1,ENSMUSG00000002007
Idh3g,-2.54E-06,1,ENSMUSG00000002010
Pnck,-9.62E-07,1,ENSMUSG00000002012
Ssr4,-5.38E-06,1,ENSMUSG00000002014
Bcap31,-8.36E-06,1,ENSMUSG00000002015
Fam98a,1.38E-06,1,ENSMUSG00000002017
Ltbp2,9.69E-09,1,ENSMUSG00000002020
Kmt2a,-7.86E-07,1,ENSMUSG00000002028
Ift46,-1.19E-06,1,ENSMUSG00000002031
Tmem25,-2.46E-06,1,ENSMUSG00000002032
Trappc6a,-3.21E-06,1,ENSMUSG00000002043
Supt6,-2.28E-07,1,ENSMUSG00000002052
Spag5,1.74E-07,1,ENSMUSG00000002055
Foxn1,-1.17E-07,1,ENSMUSG00000002057
Unc119,-1.16E-06,1,ENSMUSG00000002058
Rab34,8.99E-07,1,ENSMUSG00000002059
Sdf2,-1.52E-06,1,ENSMUSG00000002064
Ccne1,-1.08E-06,1,ENSMUSG00000002068
Hsf2bp,3.52E-07,1,ENSMUSG00000002076
Bbc3,-1.70E-06,1,ENSMUSG00000002083
Psmc3,-1.18E-05,0.857577894,ENSMUSG00000002102
Acp2,-4.54E-07,1,ENSMUSG00000002103
Rapsn,1.10E-07,1,ENSMUSG00000002104
Slc39a13,2.19E-07,1,ENSMUSG00000002105
Celf2,2.67E-06,1,ENSMUSG00000002107
Nr1h3,2.68E-07,1,ENSMUSG00000002108
Ddb2,-8.02E-07,1,ENSMUSG00000002109
Spi1,-1.99E-07,1,ENSMUSG00000002111
Sf3a1,8.23E-07,1,ENSMUSG00000002129
Stat6,2.36E-06,1,ENSMUSG00000002147
Clgn,-9.58E-07,1,ENSMUSG00000002190
Napsa,-1.41E-07,1,ENSMUSG00000002204
Vrk3,-1.18E-06,1,ENSMUSG00000002205
Smg9,-7.66E-07,1,ENSMUSG00000002210
Paxip1,1.88E-07,1,ENSMUSG00000002221
Rmnd5a,8.54E-07,1,ENSMUSG00000002222
Mov10,8.32E-07,1,ENSMUSG00000002227
Ppm1j,5.21E-08,1,ENSMUSG00000002228
Rhoc,4.33E-06,1,ENSMUSG00000002233
Tead3,3.55E-07,1,ENSMUSG00000002249
Ppard,-7.03E-08,1,ENSMUSG00000002250
Def6,-3.40E-08,1,ENSMUSG00000002257
Peg3,-7.66E-07,1,ENSMUSG00000002265
Zim1,3.03E-07,1,ENSMUSG00000002266
Metrn,-1.03E-06,1,ENSMUSG00000002274
Lmf1,-2.13E-06,1,ENSMUSG00000002279
Ciao3,-7.92E-07,1,ENSMUSG00000002280
Angptl4,9.30E-07,1,ENSMUSG00000002289
Dbf4,4.25E-07,1,ENSMUSG00000002297
Daxx,2.22E-06,1,ENSMUSG00000002307
Cd320,-2.32E-07,1,ENSMUSG00000002308
Ipo4,-1.32E-07,1,ENSMUSG00000002319
Tm9sf1,-2.47E-07,1,ENSMUSG00000002320
Rec8,-8.72E-07,1,ENSMUSG00000002324
Irf9,-6.29E-07,1,ENSMUSG00000002325
Gmpr2,-2.27E-06,1,ENSMUSG00000002326
Mdp1,-1.24E-06,1,ENSMUSG00000002329
Dhrs1,8.90E-07,1,ENSMUSG00000002332
Ncan,1.01E-07,1,ENSMUSG00000002341
Tmem161a,-1.07E-06,1,ENSMUSG00000002342
Armc6,-7.02E-07,1,ENSMUSG00000002343
Borcs8,-1.36E-06,1,ENSMUSG00000002345
Slc25a42,2.84E-07,1,ENSMUSG00000002346
Snx9,-1.38E-06,1,ENSMUSG00000002365
Ranbp3,2.39E-07,1,ENSMUSG00000002372
Ndufa11,-6.18E-06,1,ENSMUSG00000002379
Bmp8b,-1.69E-06,1,ENSMUSG00000002384
Nr2f6,2.94E-06,1,ENSMUSG00000002393
Use1,-5.99E-06,1,ENSMUSG00000002395
Ocel1,1.96E-06,1,ENSMUSG00000002396
Dyrk1b,-1.91E-06,1,ENSMUSG00000002409
Braf,2.49E-06,1,ENSMUSG00000002413
Ndufb2,-1.80E-06,1,ENSMUSG00000002416
Hltf,3.10E-06,1,ENSMUSG00000002428
Prpf6,9.64E-07,1,ENSMUSG00000002455
Rgs19,1.19E-06,1,ENSMUSG00000002458
Rgs20,1.41E-06,1,ENSMUSG00000002459
Abhd3,-3.57E-07,1,ENSMUSG00000002475
Snrpd1,2.32E-06,1,ENSMUSG00000002477
Tchp,5.92E-07,1,ENSMUSG00000002486
Tiam1,-1.31E-06,0.875085259,ENSMUSG00000002489
Tsc2,-3.09E-06,1,ENSMUSG00000002496
Rpl3l,-4.37E-07,1,ENSMUSG00000002500
Slc9a3r2,1.15E-06,1,ENSMUSG00000002504
Puf60,-4.05E-06,1,ENSMUSG00000002524
Golga2,-4.74E-07,1,ENSMUSG00000002546
Uck1,1.83E-06,1,ENSMUSG00000002550
Scin,1.00E-06,1,ENSMUSG00000002565
Ikzf4,7.82E-07,1,ENSMUSG00000002578
Mien1,-7.45E-07,1,ENSMUSG00000002580
Pon1,2.27E-07,1,ENSMUSG00000002588
Axl,1.91E-06,1,ENSMUSG00000002602
Tgfb1,1.12E-06,1,ENSMUSG00000002603
Ccdc97,-5.56E-07,1,ENSMUSG00000002608
Zfp40,6.15E-07,1,ENSMUSG00000002617
Akap8l,-1.43E-06,1,ENSMUSG00000002625
Shh,4.80E-08,1,ENSMUSG00000002633
Pdcd2l,1.02E-06,1,ENSMUSG00000002635
Gtf2f1,-2.48E-06,1,ENSMUSG00000002658
Clpp,-1.80E-06,1,ENSMUSG00000002660
Alkbh7,-8.92E-07,1,ENSMUSG00000002661
Pspn,-4.48E-07,1,ENSMUSG00000002664
Med6,3.38E-07,1,ENSMUSG00000002679
Prkd1,-6.86E-09,1,ENSMUSG00000002688
Lcp2,-4.40E-07,1,ENSMUSG00000002699
Cse1l,1.61E-06,1,ENSMUSG00000002718
Naa20,6.82E-06,1,ENSMUSG00000002728
Prkra,-1.35E-08,1,ENSMUSG00000002731
Fkbp7,-2.57E-06,1,ENSMUSG00000002732
Plekha3,4.72E-07,1,ENSMUSG00000002733
Ykt6,-7.80E-07,1,ENSMUSG00000002741
Baz1b,6.17E-07,1,ENSMUSG00000002748
Pex6,-1.02E-06,1,ENSMUSG00000002763
Mrpl2,-1.06E-06,1,ENSMUSG00000002767
Mea1,-3.41E-06,1,ENSMUSG00000002768
Gnmt,3.17E-07,1,ENSMUSG00000002769
Grin2d,-4.70E-07,1,ENSMUSG00000002771
Kdelr1,-1.96E-06,1,ENSMUSG00000002778
Tmem143,-8.29E-07,1,ENSMUSG00000002781
Pdxk-ps,-1.08E-06,1,ENSMUSG00000002791
Ggct,-5.85E-07,1,ENSMUSG00000002797
Jag2,-9.61E-07,1,ENSMUSG00000002799
Btbd6,-1.82E-06,1,ENSMUSG00000002803
Nudt14,-1.56E-06,1,ENSMUSG00000002804
Epdr1,8.50E-07,1,ENSMUSG00000002808
Flii,-1.09E-06,1,ENSMUSG00000002812
Top3a,8.60E-07,1,ENSMUSG00000002814
Atg4d,-9.85E-07,1,ENSMUSG00000002820
Qtrt1,-1.79E-06,1,ENSMUSG00000002825
Plin4,-6.12E-08,1,ENSMUSG00000002831
Hdgfl2,-1.01E-06,1,ENSMUSG00000002833
Chaf1a,-2.09E-06,1,ENSMUSG00000002835
Adprh,-1.31E-06,1,ENSMUSG00000002844
Tmem39a,-5.18E-07,1,ENSMUSG00000002845
Timmdc1,7.31E-06,0.700351008,ENSMUSG00000002846
Pla1a,1.59E-07,1,ENSMUSG00000002847
Mcm2,7.32E-07,1,ENSMUSG00000002870
Tpra1,4.83E-07,1,ENSMUSG00000002871
Nab1,2.38E-06,1,ENSMUSG00000002881
Adgre5,1.69E-07,1,ENSMUSG00000002885
Il17ra,1.03E-06,1,ENSMUSG00000002897
Lamb1,1.87E-07,1,ENSMUSG00000002900
Kcnn1,-7.59E-07,1,ENSMUSG00000002908
Arrdc2,-3.26E-07,1,ENSMUSG00000002910
Ppp1r17,-1.82E-08,1,ENSMUSG00000002930
Cd36,-2.57E-07,5.47E-06,ENSMUSG00000002944
Map2k7,-1.48E-06,1,ENSMUSG00000002948
Timm44,-1.30E-06,1,ENSMUSG00000002949
Ap2a2,2.43E-06,1,ENSMUSG00000002957
Pnkp,-2.08E-06,1,ENSMUSG00000002963
Med25,-1.23E-06,1,ENSMUSG00000002968
Bcam,-1.27E-06,1,ENSMUSG00000002980
Clptm1,8.29E-07,1,ENSMUSG00000002981
Relb,-1.60E-06,1,ENSMUSG00000002983
Tomm40,4.16E-07,1,ENSMUSG00000002984
Apoe,5.48E-07,1,ENSMUSG00000002985
Hbp1,-2.81E-07,1,ENSMUSG00000002996
Prkar2b,7.78E-07,1,ENSMUSG00000002997
Cdkn1b,2.59E-06,1,ENSMUSG00000003031
Klf4,4.13E-07,1,ENSMUSG00000003032
Ap1m1,-2.67E-06,1,ENSMUSG00000003033
Rab8a,8.79E-07,1,ENSMUSG00000003037
Hmgn2,-6.24E-07,1,ENSMUSG00000003038
Fam32a,-3.04E-07,1,ENSMUSG00000003039
Elf3,1.59E-07,1,ENSMUSG00000003051
Stard3nl,-5.03E-07,1,ENSMUSG00000003062
Stk11,-4.67E-07,1,ENSMUSG00000003068
Efna2,1.90E-06,1,ENSMUSG00000003070
Atp5d,-4.32E-06,1,ENSMUSG00000003072
Ppp5c,1.11E-06,1,ENSMUSG00000003099
Cdk12,1.95E-06,1,ENSMUSG00000003119
Lipe,3.61E-07,1,ENSMUSG00000003123
Pafah1b2,1.53E-06,1,ENSMUSG00000003131
Tbc1d8,1.24E-07,1,ENSMUSG00000003134
Cnot11,-5.65E-07,1,ENSMUSG00000003135
